sid,att_n,reasoning_type,depth,accuracy,type_adherence,success,novel,composite_quality,attempt_bin
789012,59,failure,1.3,3.0,3.0,False,True,2.3200000000000003,3
789012,60,failure,1.3,3.0,3.0,False,True,2.3200000000000003,3
789012,61,failure,1.3,3.0,3.0,False,True,2.3200000000000003,4
789012,62,failure,1.0,3.0,3.0,False,False,2.2,4
789012,63,failure,1.3,3.0,3.0,False,True,2.3200000000000003,4
789012,64,failure,1.3,3.0,3.0,True,True,2.3200000000000003,4
789012,65,success,1.3,3.0,3.0,False,True,2.3200000000000003,4
789012,66,failure,1.0,3.0,3.0,False,True,2.2,4
789012,67,failure,1.3,3.0,3.0,True,True,2.3200000000000003,4
789012,68,success,1.0,3.0,3.0,False,False,2.2,4
789012,69,failure,1.3,3.0,3.0,True,False,2.3200000000000003,4
789012,70,success,1.0,3.3,3.0,True,True,2.3200000000000003,4
789012,71,success,1.3,3.0,3.0,False,True,2.3200000000000003,4
789012,72,failure,1.0,3.0,3.0,False,True,2.2,4
789012,73,failure,1.0,3.0,3.0,False,True,2.2,4
789012,74,failure,1.0,3.0,3.0,True,True,2.2,4
789012,75,success,1.3,3.0,3.0,False,True,2.3200000000000003,4
789012,76,failure,1.3,3.0,3.0,False,True,2.3200000000000003,5
789012,77,failure,1.3,3.0,3.0,False,True,2.3200000000000003,5
789012,78,failure,1.3,3.0,3.0,False,True,2.3200000000000003,5
789012,79,failure,1.3,3.0,3.0,False,True,2.3200000000000003,5
789012,80,failure,1.0,3.0,3.0,True,True,2.2,5
789012,81,success,1.3,3.0,3.0,False,True,2.3200000000000003,5
789012,82,failure,1.3,3.0,3.0,True,True,2.3200000000000003,5
789012,83,success,1.3,3.0,3.0,True,True,2.3200000000000003,5
789012,84,success,1.3,3.0,3.0,False,True,2.3200000000000003,5
789012,85,failure,1.0,3.0,3.0,True,True,2.2,5
789012,86,success,1.3,3.0,3.0,True,True,2.3200000000000003,5
789012,87,success,1.3,3.0,3.0,True,True,2.3200000000000003,5
789012,88,success,1.3,3.0,3.0,False,True,2.3200000000000003,5
789012,89,failure,1.3,3.0,3.0,False,True,2.3200000000000003,5
789012,90,failure,1.3,3.0,3.0,False,True,2.3200000000000003,5
789012,91,failure,1.3,3.0,3.0,True,True,2.3200000000000003,6
789012,92,success,1.3,3.0,3.0,True,True,2.3200000000000003,6
789012,93,success,1.3,3.0,3.0,True,True,2.3200000000000003,6
789012,94,success,1.3,3.0,3.0,False,True,2.3200000000000003,6
789012,95,failure,1.3,3.0,3.0,True,False,2.3200000000000003,6
789012,96,success,1.3,3.0,3.0,False,False,2.3200000000000003,6
789012,97,failure,1.3,3.0,3.0,False,True,2.3200000000000003,6
789012,98,failure,1.3,3.0,3.0,False,True,2.3200000000000003,6
789012,99,failure,1.3,3.0,3.0,False,True,2.3200000000000003,6
789012,100,failure,1.3,3.0,3.0,False,True,2.3200000000000003,6
789012,101,failure,1.3,3.0,3.0,False,True,2.3200000000000003,6
789012,102,failure,1.0,3.0,3.0,True,True,2.2,6
789012,103,success,1.3,3.0,3.0,True,True,2.3200000000000003,6
789012,104,success,1.0,3.0,3.0,False,True,2.2,6
789012,105,failure,1.3,3.0,3.0,True,True,2.3200000000000003,6
789012,106,success,1.3,3.0,3.0,False,True,2.3200000000000003,7
789012,107,failure,1.3,3.0,3.0,False,True,2.3200000000000003,7
789012,108,failure,1.3,3.0,3.0,False,True,2.3200000000000003,7
789012,109,failure,1.0,3.0,3.0,True,True,2.2,7
789012,110,success,1.0,3.0,3.0,True,True,2.2,7
789012,111,success,1.0,3.0,3.0,True,True,2.2,7
789012,112,success,1.0,3.0,3.0,False,True,2.2,7
789012,113,failure,1.0,3.0,3.0,False,True,2.2,7
789012,114,failure,1.0,3.0,3.0,True,True,2.2,7
789012,115,success,1.0,3.0,3.0,True,True,2.2,7
789012,116,success,1.0,3.0,3.0,False,True,2.2,7
789012,117,failure,1.3,3.0,3.0,False,True,2.3200000000000003,7
789012,118,failure,1.3,3.0,3.0,False,True,2.3200000000000003,7
789012,119,failure,1.3,3.0,3.0,False,True,2.3200000000000003,7
789012,120,failure,1.0,3.0,3.0,False,True,2.2,7
789012,121,failure,1.0,3.0,3.0,True,True,2.2,8
789012,122,success,1.3,3.0,3.0,False,True,2.3200000000000003,8
789012,123,failure,1.3,3.0,3.0,False,True,2.3200000000000003,8
789012,124,failure,1.3,3.0,3.0,False,True,2.3200000000000003,8
789012,125,failure,1.3,3.0,3.0,False,True,2.3200000000000003,8
789012,126,failure,1.3,3.0,3.0,True,True,2.3200000000000003,8
789012,127,success,1.3,3.0,3.0,True,True,2.3200000000000003,8
789012,128,success,1.3,3.0,3.0,False,True,2.3200000000000003,8
789012,129,failure,1.3,3.0,3.0,False,True,2.3200000000000003,8
789012,130,failure,1.3,3.0,3.0,False,True,2.3200000000000003,8
789012,131,failure,1.3,3.0,3.0,False,True,2.3200000000000003,8
789012,132,failure,1.3,3.0,3.0,False,True,2.3200000000000003,8
789012,133,failure,1.3,3.0,3.0,True,True,2.3200000000000003,8
789012,134,success,1.0,3.0,3.0,False,True,2.2,8
789012,135,failure,1.0,3.0,3.0,False,True,2.2,8
789012,136,failure,1.0,3.0,3.0,False,True,2.2,9
789012,137,failure,1.0,3.0,3.0,True,False,2.2,9
789012,138,success,1.3,3.0,3.0,False,True,2.3200000000000003,9
789012,139,failure,1.3,3.0,3.0,False,True,2.3200000000000003,9
789012,140,failure,1.3,3.0,3.0,False,True,2.3200000000000003,9
789012,141,failure,1.3,3.0,3.0,False,True,2.3200000000000003,9
789012,142,failure,1.0,3.0,3.0,False,True,2.2,9
789012,143,failure,1.0,3.0,3.0,False,True,2.2,9
789012,144,failure,1.3,3.0,3.0,False,True,2.3200000000000003,9
789012,145,failure,1.0,3.0,3.0,False,True,2.2,9
789012,146,failure,1.0,3.0,3.0,False,True,2.2,9
789012,147,failure,1.0,3.0,3.0,False,True,2.2,9
789012,148,failure,1.3,3.0,3.0,False,True,2.3200000000000003,9
789012,149,failure,1.3,3.0,3.0,False,True,2.3200000000000003,9
789012,150,failure,1.3,3.0,3.0,False,True,2.3200000000000003,9
456789,1,none,1.0,3.0,3.0,True,True,2.2,0
456789,2,success,1.0,3.0,3.0,True,True,2.2,0
456789,3,success,1.0,3.0,3.0,True,True,2.2,0
456789,4,success,1.0,3.0,3.0,True,True,2.2,0
456789,5,success,1.0,3.0,3.0,True,True,2.2,0
456789,6,success,1.0,3.0,3.0,True,True,2.2,0
456789,7,success,1.0,3.0,3.0,True,True,2.2,0
456789,8,success,1.0,3.0,3.0,True,True,2.2,0
456789,9,success,1.0,3.0,3.0,False,True,2.2,0
456789,10,failure,1.0,3.0,3.0,False,True,2.2,0
456789,11,failure,1.0,3.0,3.0,True,True,2.2,0
456789,12,success,1.0,3.0,3.0,False,True,2.2,0
456789,13,failure,1.0,3.0,3.0,False,True,2.2,0
456789,14,failure,1.0,3.0,3.0,False,True,2.2,0
456789,15,failure,1.0,3.0,3.0,True,True,2.2,0
456789,16,success,1.0,3.0,3.0,False,True,2.2,1
456789,17,failure,1.0,3.0,3.0,True,True,2.2,1
456789,18,success,1.0,3.0,3.0,True,True,2.2,1
456789,19,success,1.0,3.0,3.0,True,True,2.2,1
456789,20,success,1.0,3.0,3.0,True,True,2.2,1
456789,21,success,1.0,3.0,3.0,True,True,2.2,1
456789,22,success,1.0,3.0,3.0,True,True,2.2,1
456789,23,success,1.0,3.0,3.0,True,True,2.2,1
456789,24,success,1.0,3.0,3.0,True,True,2.2,1
456789,25,success,1.0,3.0,3.0,True,True,2.2,1
456789,26,success,1.0,3.0,3.0,True,True,2.2,1
456789,27,success,1.0,3.0,3.0,True,True,2.2,1
456789,28,success,1.0,3.0,3.0,True,True,2.2,1
456789,29,success,1.0,3.0,3.0,True,True,2.2,1
456789,30,success,1.0,3.0,3.0,False,True,2.2,1
456789,31,failure,1.0,3.0,3.0,False,True,2.2,2
456789,32,failure,1.0,3.0,3.0,True,True,2.2,2
456789,33,success,1.0,3.0,3.0,True,True,2.2,2
456789,34,success,1.0,3.0,3.0,True,True,2.2,2
456789,35,success,1.0,3.0,3.0,True,True,2.2,2
456789,36,success,1.0,3.0,3.0,False,True,2.2,2
456789,37,failure,1.0,3.0,3.0,True,True,2.2,2
456789,38,success,1.0,3.0,3.0,False,True,2.2,2
456789,39,failure,1.0,3.0,3.0,False,True,2.2,2
456789,40,failure,1.0,3.0,3.0,True,True,2.2,2
456789,41,success,1.0,3.0,3.0,False,True,2.2,2
456789,42,failure,1.0,3.0,3.0,False,True,2.2,2
456789,43,failure,1.0,3.0,3.0,False,True,2.2,2
456789,44,failure,1.0,3.0,3.0,False,True,2.2,2
456789,45,failure,1.0,3.0,3.0,True,True,2.2,2
456789,46,success,1.0,3.0,3.0,False,True,2.2,3
456789,47,failure,1.0,3.0,3.0,False,True,2.2,3
456789,48,failure,1.0,3.0,3.0,True,True,2.2,3
456789,49,success,1.0,3.0,3.0,False,True,2.2,3
456789,50,failure,1.0,3.0,3.0,False,True,2.2,3
456789,51,failure,1.0,3.0,3.0,True,True,2.2,3
456789,52,success,1.0,3.0,3.0,True,True,2.2,3
456789,53,success,1.0,3.0,3.0,True,True,2.2,3
456789,54,success,1.0,3.0,3.0,False,True,2.2,3
456789,55,failure,1.0,3.0,3.0,False,True,2.2,3
456789,56,failure,1.0,3.0,3.0,True,True,2.2,3
456789,57,success,1.0,3.0,3.0,True,True,2.2,3
456789,58,success,1.0,3.0,3.0,False,True,2.2,3
456789,59,failure,1.0,3.0,3.0,True,True,2.2,3
456789,60,success,1.0,3.0,3.0,True,True,2.2,3
456789,61,success,1.0,3.0,3.0,False,True,2.2,4
456789,62,failure,1.0,3.0,3.0,False,True,2.2,4
456789,63,failure,1.0,3.0,3.0,False,True,2.2,4
456789,64,failure,1.0,3.0,3.0,False,True,2.2,4
456789,65,failure,1.0,3.0,3.0,False,True,2.2,4
456789,66,failure,1.0,3.0,3.0,False,True,2.2,4
456789,67,failure,1.0,3.0,3.0,True,False,2.2,4
456789,68,success,1.0,3.0,3.0,False,True,2.2,4
456789,69,failure,1.0,3.0,3.0,False,True,2.2,4
456789,70,failure,1.0,3.0,3.0,False,True,2.2,4
456789,71,failure,1.0,3.0,3.0,False,True,2.2,4
456789,72,failure,1.0,3.0,3.0,False,True,2.2,4
456789,73,failure,1.0,3.0,3.0,False,True,2.2,4
456789,74,failure,1.0,3.0,3.0,False,True,2.2,4
456789,75,failure,1.0,3.0,3.0,False,True,2.2,4
456789,76,failure,1.0,3.0,3.0,False,True,2.2,5
456789,77,failure,1.0,3.0,3.0,False,True,2.2,5
456789,78,failure,1.0,3.0,3.0,False,True,2.2,5
456789,79,failure,1.0,3.0,3.0,False,True,2.2,5
456789,80,failure,1.0,3.0,3.0,True,True,2.2,5
456789,81,success,1.0,3.0,3.0,False,True,2.2,5
456789,82,failure,1.0,3.0,3.0,False,True,2.2,5
456789,83,failure,1.0,3.0,3.0,False,True,2.2,5
456789,84,failure,1.0,3.0,3.0,True,True,2.2,5
456789,85,success,1.0,3.0,3.0,True,True,2.2,5
456789,86,success,1.0,3.0,3.0,False,True,2.2,5
456789,87,failure,1.0,3.0,3.0,True,True,2.2,5
456789,88,success,1.0,3.0,3.0,False,True,2.2,5
456789,89,failure,1.0,3.0,3.0,True,True,2.2,5
456789,90,success,1.0,3.0,3.0,False,True,2.2,5
456789,91,failure,1.0,3.0,3.0,False,True,2.2,6
456789,92,failure,1.0,3.0,3.0,False,True,2.2,6
456789,93,failure,1.0,3.0,3.0,False,True,2.2,6
456789,94,failure,1.0,3.0,3.0,False,True,2.2,6
456789,95,failure,1.0,3.0,3.0,False,True,2.2,6
456789,96,failure,1.0,3.0,3.0,False,True,2.2,6
456789,97,failure,1.0,3.0,3.0,False,True,2.2,6
456789,98,failure,1.0,3.0,3.0,True,True,2.2,6
456789,99,success,1.0,3.0,3.0,True,True,2.2,6
456789,100,success,1.0,3.0,3.0,False,True,2.2,6
456789,101,failure,1.0,3.0,3.0,False,True,2.2,6
456789,102,failure,1.0,3.0,3.0,True,True,2.2,6
456789,103,success,1.0,3.0,3.0,True,True,2.2,6
456789,104,success,1.0,3.0,3.0,True,True,2.2,6
456789,105,success,1.0,3.0,3.0,False,True,2.2,6
456789,106,failure,1.0,3.0,3.0,False,True,2.2,7
456789,107,failure,1.0,3.0,3.0,False,True,2.2,7
456789,108,failure,1.0,3.0,3.0,False,True,2.2,7
456789,109,failure,1.0,3.0,3.0,False,True,2.2,7
456789,110,failure,1.0,3.0,3.0,False,True,2.2,7
456789,111,failure,1.0,3.0,3.0,True,True,2.2,7
456789,112,success,1.0,3.0,3.0,False,True,2.2,7
456789,113,failure,1.0,3.0,3.0,True,True,2.2,7
456789,114,success,1.0,3.0,3.0,False,True,2.2,7
456789,115,failure,1.0,3.0,3.0,True,True,2.2,7
456789,116,success,1.0,3.0,3.0,False,True,2.2,7
456789,117,failure,1.0,3.0,3.0,False,True,2.2,7
456789,118,failure,1.0,3.0,3.0,True,True,2.2,7
456789,119,success,1.0,3.0,3.0,True,True,2.2,7
456789,120,success,1.0,3.0,3.0,True,True,2.2,7
456789,121,success,1.0,3.0,3.0,False,True,2.2,8
456789,122,failure,1.0,3.0,3.0,True,True,2.2,8
456789,123,success,1.0,3.0,3.0,True,True,2.2,8
456789,124,success,1.0,3.0,3.0,False,True,2.2,8
456789,125,failure,1.0,3.0,3.0,True,True,2.2,8
456789,126,success,1.0,3.0,3.0,False,True,2.2,8
456789,127,failure,1.0,3.0,3.0,True,True,2.2,8
456789,128,success,1.0,3.0,3.0,True,True,2.2,8
456789,129,success,1.0,3.0,3.0,False,True,2.2,8
456789,130,failure,1.0,3.0,3.0,False,True,2.2,8
456789,131,failure,1.0,3.0,3.0,False,True,2.2,8
456789,132,failure,1.0,3.0,3.0,True,True,2.2,8
456789,133,success,1.0,3.0,3.0,False,True,2.2,8
456789,134,failure,1.0,3.0,3.0,True,False,2.2,8
456789,135,success,1.0,3.0,3.0,True,True,2.2,8
456789,136,success,1.0,3.0,3.0,False,True,2.2,9
456789,137,failure,1.0,3.0,3.0,False,True,2.2,9
456789,138,failure,1.0,3.0,3.0,False,True,2.2,9
456789,139,failure,1.0,3.0,3.0,True,True,2.2,9
456789,140,success,1.0,3.0,3.0,False,True,2.2,9
456789,141,failure,1.0,3.0,3.0,False,True,2.2,9
456789,142,failure,1.0,3.0,3.0,False,True,2.2,9
456789,143,failure,1.0,3.0,3.0,False,True,2.2,9
456789,144,failure,1.0,3.0,3.0,True,True,2.2,9
456789,145,success,1.0,3.3,3.0,False,True,2.3200000000000003,9
456789,146,failure,1.0,3.0,3.0,True,True,2.2,9
456789,147,success,1.0,3.0,3.0,False,True,2.2,9
456789,148,failure,1.0,3.0,3.0,False,True,2.2,9
456789,149,failure,1.0,3.0,3.0,False,True,2.2,9
456789,150,failure,1.0,3.0,3.0,False,True,2.2,9
847392,1,none,1.0,3.0,3.0,True,True,2.2,0
847392,2,success,1.0,3.0,3.0,True,True,2.2,0
847392,3,success,1.0,3.0,3.0,True,True,2.2,0
847392,4,success,1.0,3.2,3.0,True,True,2.2800000000000002,0
847392,5,success,1.0,3.0,3.0,True,True,2.2,0
847392,6,success,1.0,3.0,3.0,True,True,2.2,0
847392,7,success,1.0,3.0,3.0,True,True,2.2,0
847392,8,success,1.0,3.0,3.0,True,True,2.2,0
847392,9,success,1.0,3.2,3.0,False,True,2.2800000000000002,0
847392,10,failure,1.0,3.0,3.0,False,True,2.2,0
847392,11,failure,1.0,3.5,3.0,False,True,2.4000000000000004,0
847392,12,failure,1.0,3.2,3.0,True,True,2.2800000000000002,0
847392,13,success,1.0,3.0,3.0,True,True,2.2,0
847392,14,success,1.0,3.0,3.0,True,True,2.2,0
847392,15,success,1.0,3.0,3.0,True,True,2.2,0
847392,16,success,1.0,3.0,3.0,True,True,2.2,1
847392,17,success,1.0,3.2,3.0,True,True,2.2800000000000002,1
847392,18,success,1.0,3.2,3.0,True,True,2.2800000000000002,1
847392,19,success,1.0,3.2,3.0,True,True,2.2800000000000002,1
847392,20,success,1.3,3.0,3.0,True,True,2.3200000000000003,1
847392,21,success,1.3,3.0,3.0,True,True,2.3200000000000003,1
847392,22,success,1.3,3.0,3.0,False,True,2.3200000000000003,1
847392,23,failure,1.3,3.0,3.0,False,True,2.3200000000000003,1
847392,24,failure,1.3,3.0,3.0,True,True,2.3200000000000003,1
847392,25,success,1.3,3.0,3.0,False,True,2.3200000000000003,1
847392,26,failure,1.0,3.0,3.0,True,True,2.2,1
847392,27,success,1.3,3.0,3.0,True,True,2.3200000000000003,1
847392,28,success,1.3,3.0,3.0,True,True,2.3200000000000003,1
847392,29,success,1.3,3.0,3.0,True,True,2.3200000000000003,1
847392,30,success,1.0,3.0,3.0,False,True,2.2,1
847392,31,failure,1.3,3.0,3.0,False,False,2.3200000000000003,2
847392,32,failure,1.3,3.0,3.0,True,True,2.3200000000000003,2
847392,33,success,1.3,3.0,3.0,False,True,2.3200000000000003,2
847392,34,failure,1.3,3.0,3.0,False,True,2.3200000000000003,2
847392,35,failure,1.3,3.3,3.0,False,True,2.4400000000000004,2
847392,36,failure,1.0,3.0,3.0,False,True,2.2,2
847392,37,failure,1.3,3.0,3.0,False,True,2.3200000000000003,2
847392,38,failure,1.3,3.0,3.0,False,True,2.3200000000000003,2
847392,39,failure,1.3,3.0,3.0,False,True,2.3200000000000003,2
847392,40,failure,1.3,3.0,3.0,False,False,2.3200000000000003,2
847392,41,failure,1.3,3.3,3.0,True,True,2.4400000000000004,2
847392,42,success,1.3,3.0,3.0,True,True,2.3200000000000003,2
847392,43,success,1.3,3.0,3.0,True,True,2.3200000000000003,2
847392,44,success,1.0,3.0,3.0,True,True,2.2,2
847392,45,success,1.0,3.0,3.0,False,True,2.2,2
847392,46,failure,1.0,3.0,3.0,False,True,2.2,3
847392,47,failure,1.0,3.0,3.0,True,True,2.2,3
847392,48,success,1.0,3.0,3.0,True,True,2.2,3
847392,49,success,1.0,3.0,3.0,True,True,2.2,3
847392,50,success,1.0,3.0,3.0,False,True,2.2,3
847392,51,failure,1.3,3.0,3.0,False,True,2.3200000000000003,3
847392,52,failure,1.0,3.0,3.0,True,True,2.2,3
847392,53,success,1.0,3.0,3.0,True,True,2.2,3
847392,54,success,1.3,3.0,3.0,False,True,2.3200000000000003,3
847392,55,failure,1.3,3.0,3.0,True,True,2.3200000000000003,3
847392,56,success,1.3,3.0,3.0,True,True,2.3200000000000003,3
847392,57,success,1.3,3.0,3.0,False,True,2.3200000000000003,3
847392,58,failure,1.3,3.3,3.0,False,True,2.4400000000000004,3
847392,59,failure,1.3,3.0,3.0,True,True,2.3200000000000003,3
847392,60,success,1.3,3.0,3.0,False,True,2.3200000000000003,3
847392,61,failure,1.3,3.0,3.0,False,True,2.3200000000000003,4
847392,62,failure,1.3,3.0,3.0,False,True,2.3200000000000003,4
847392,63,failure,1.3,3.0,3.0,False,True,2.3200000000000003,4
847392,64,failure,1.3,3.0,3.0,False,True,2.3200000000000003,4
847392,65,failure,1.3,3.0,3.0,False,True,2.3200000000000003,4
847392,66,failure,1.0,3.0,3.0,True,True,2.2,4
847392,67,success,1.3,3.3,3.0,False,True,2.4400000000000004,4
847392,68,failure,1.0,3.3,3.0,False,True,2.3200000000000003,4
847392,69,failure,1.3,3.0,3.0,False,True,2.3200000000000003,4
847392,70,failure,1.3,3.0,3.0,False,True,2.3200000000000003,4
847392,71,failure,1.0,3.0,3.0,False,True,2.2,4
847392,72,failure,1.3,3.0,3.0,False,True,2.3200000000000003,4
847392,73,failure,1.3,3.0,3.0,True,True,2.3200000000000003,4
847392,74,success,1.3,3.0,3.0,True,True,2.3200000000000003,4
847392,75,success,1.3,3.0,3.0,True,True,2.3200000000000003,4
847392,76,success,1.3,3.0,3.0,False,True,2.3200000000000003,5
847392,77,failure,1.3,3.0,3.0,True,True,2.3200000000000003,5
847392,78,success,1.3,3.0,3.0,False,True,2.3200000000000003,5
847392,79,failure,1.3,3.0,3.0,False,True,2.3200000000000003,5
847392,80,failure,1.3,3.3,3.0,True,True,2.4400000000000004,5
847392,81,success,1.3,3.0,3.0,False,True,2.3200000000000003,5
847392,82,failure,1.3,3.0,3.0,False,True,2.3200000000000003,5
847392,83,failure,1.0,3.0,3.0,True,True,2.2,5
847392,84,success,1.0,3.0,3.0,True,True,2.2,5
847392,85,success,1.0,3.0,3.0,True,True,2.2,5
847392,86,success,1.0,3.0,3.0,False,True,2.2,5
847392,87,failure,1.3,3.0,3.0,False,True,2.3200000000000003,5
847392,88,failure,1.3,3.0,3.0,False,True,2.3200000000000003,5
847392,89,failure,1.3,3.3,3.0,False,True,2.4400000000000004,5
847392,90,failure,1.3,3.0,3.0,False,True,2.3200000000000003,5
847392,91,failure,1.3,3.0,3.0,True,True,2.3200000000000003,6
847392,92,success,1.3,3.0,3.0,True,True,2.3200000000000003,6
847392,93,success,1.3,3.0,3.0,True,True,2.3200000000000003,6
847392,94,success,1.3,3.0,3.0,False,True,2.3200000000000003,6
847392,95,failure,1.0,3.3,3.0,False,True,2.3200000000000003,6
847392,96,failure,1.0,3.0,3.0,False,True,2.2,6
847392,97,failure,1.3,3.0,3.0,True,True,2.3200000000000003,6
847392,98,success,1.3,3.0,3.0,False,True,2.3200000000000003,6
847392,99,failure,1.3,3.0,3.0,False,True,2.3200000000000003,6
847392,100,failure,1.3,3.0,3.0,True,True,2.3200000000000003,6
847392,101,success,1.3,3.0,3.0,False,True,2.3200000000000003,6
847392,102,failure,1.0,3.0,3.0,False,True,2.2,6
847392,103,failure,1.3,3.0,3.0,False,True,2.3200000000000003,6
847392,104,failure,1.3,3.0,3.0,False,True,2.3200000000000003,6
847392,105,failure,1.3,3.0,3.0,False,True,2.3200000000000003,6
847392,106,failure,1.3,3.0,3.0,True,True,2.3200000000000003,7
847392,107,success,1.3,3.0,3.0,False,True,2.3200000000000003,7
847392,108,failure,1.3,3.0,3.0,False,True,2.3200000000000003,7
847392,109,failure,1.3,3.0,3.0,False,True,2.3200000000000003,7
847392,110,failure,1.3,3.0,3.0,False,True,2.3200000000000003,7
847392,111,failure,1.3,3.0,3.0,True,True,2.3200000000000003,7
847392,112,success,1.3,3.0,3.0,False,True,2.3200000000000003,7
847392,113,failure,1.3,3.0,3.0,True,True,2.3200000000000003,7
847392,114,success,1.3,3.0,3.0,False,True,2.3200000000000003,7
847392,115,failure,1.3,3.0,3.0,False,True,2.3200000000000003,7
847392,116,failure,1.3,3.0,3.0,False,True,2.3200000000000003,7
847392,117,failure,1.3,3.0,3.0,False,True,2.3200000000000003,7
847392,118,failure,1.3,3.0,3.0,False,True,2.3200000000000003,7
847392,119,failure,1.3,3.0,3.0,True,True,2.3200000000000003,7
847392,120,success,1.3,3.0,3.0,True,True,2.3200000000000003,7
847392,121,success,1.3,3.0,3.0,False,True,2.3200000000000003,8
847392,122,failure,1.0,3.0,3.0,False,True,2.2,8
847392,123,failure,1.3,3.0,3.0,False,True,2.3200000000000003,8
847392,124,failure,1.3,3.0,3.0,False,True,2.3200000000000003,8
847392,125,failure,1.3,3.0,3.0,False,True,2.3200000000000003,8
847392,126,failure,1.3,3.0,3.0,False,True,2.3200000000000003,8
847392,127,failure,1.3,3.0,3.0,False,True,2.3200000000000003,8
847392,128,failure,1.3,3.0,3.0,False,True,2.3200000000000003,8
847392,129,failure,1.3,3.0,3.0,False,True,2.3200000000000003,8
847392,130,failure,1.3,3.0,3.0,False,True,2.3200000000000003,8
847392,131,failure,1.3,3.0,3.0,False,True,2.3200000000000003,8
847392,132,failure,1.3,3.0,3.0,False,True,2.3200000000000003,8
847392,133,failure,1.3,3.0,3.0,False,True,2.3200000000000003,8
847392,134,failure,1.3,3.0,3.0,False,True,2.3200000000000003,8
847392,135,failure,1.3,3.0,3.0,True,True,2.3200000000000003,8
847392,136,success,1.3,3.0,3.0,True,True,2.3200000000000003,9
847392,137,success,1.0,3.0,3.0,True,True,2.2,9
847392,138,success,1.3,3.0,3.0,False,True,2.3200000000000003,9
847392,139,failure,1.3,3.0,3.0,False,True,2.3200000000000003,9
847392,140,failure,1.3,3.0,3.0,False,True,2.3200000000000003,9
847392,141,failure,1.3,3.0,3.0,False,True,2.3200000000000003,9
847392,142,failure,1.0,3.0,3.0,False,True,2.2,9
847392,143,failure,1.3,3.0,3.0,False,True,2.3200000000000003,9
847392,144,failure,1.3,3.0,3.0,False,True,2.3200000000000003,9
847392,145,failure,1.3,3.0,3.0,False,True,2.3200000000000003,9
847392,146,failure,1.3,3.0,3.0,False,True,2.3200000000000003,9
847392,147,failure,1.3,3.0,3.0,False,True,2.3200000000000003,9
847392,148,failure,1.3,3.0,3.0,False,True,2.3200000000000003,9
847392,149,failure,1.0,3.0,3.0,False,True,2.2,9
847392,150,failure,1.3,3.0,3.0,False,True,2.3200000000000003,9
629481,1,none,1.0,3.0,3.0,True,True,2.2,0
629481,2,success,1.0,3.0,3.0,True,True,2.2,0
629481,3,success,1.0,3.0,3.0,True,True,2.2,0
629481,4,success,1.0,3.0,3.0,True,True,2.2,0
629481,5,success,1.0,3.0,3.0,True,True,2.2,0
629481,6,success,1.0,3.0,3.0,True,True,2.2,0
629481,7,success,1.0,3.0,3.0,False,True,2.2,0
629481,8,failure,1.0,3.0,3.0,True,True,2.2,0
629481,9,success,1.0,3.0,3.0,True,True,2.2,0
629481,10,success,1.0,3.0,3.0,True,True,2.2,0
629481,11,success,1.0,3.0,3.0,True,True,2.2,0
629481,12,success,1.0,3.3,3.0,False,True,2.3200000000000003,0
629481,13,failure,1.0,3.3,3.0,True,True,2.3200000000000003,0
629481,14,success,1.0,3.0,3.0,True,True,2.2,0
629481,15,success,1.0,3.0,3.0,False,True,2.2,0
629481,16,failure,1.0,3.0,3.0,True,True,2.2,1
629481,17,success,1.0,3.0,3.0,True,True,2.2,1
629481,18,success,1.0,3.0,3.0,True,True,2.2,1
629481,19,success,1.0,3.0,3.0,True,True,2.2,1
629481,20,success,1.0,3.0,3.0,True,True,2.2,1
629481,21,success,1.0,3.0,3.0,True,True,2.2,1
629481,22,success,1.0,3.0,3.0,True,True,2.2,1
629481,23,success,1.0,3.0,3.0,True,True,2.2,1
629481,24,success,1.0,3.0,3.0,True,True,2.2,1
629481,25,success,1.0,3.0,3.0,True,True,2.2,1
629481,26,success,1.0,3.0,3.0,True,True,2.2,1
629481,27,success,1.0,3.0,3.0,False,True,2.2,1
629481,28,failure,1.0,3.0,3.0,False,True,2.2,1
629481,29,failure,1.0,3.0,3.0,False,True,2.2,1
629481,30,failure,1.0,3.0,3.0,False,True,2.2,1
629481,31,failure,1.0,3.0,3.0,False,True,2.2,2
629481,32,failure,1.0,3.0,3.0,True,True,2.2,2
629481,33,success,1.0,3.0,3.0,False,True,2.2,2
629481,34,failure,1.0,3.0,3.0,True,False,2.2,2
629481,35,success,1.0,3.0,3.0,True,False,2.2,2
629481,36,success,1.0,3.0,3.0,False,True,2.2,2
629481,37,failure,1.0,3.0,3.0,False,True,2.2,2
629481,38,failure,1.0,3.0,3.0,False,True,2.2,2
629481,39,failure,1.0,3.0,3.0,True,True,2.2,2
629481,40,success,1.0,3.0,3.0,False,True,2.2,2
629481,41,failure,1.0,3.0,3.0,True,True,2.2,2
629481,42,success,1.0,3.0,3.0,False,True,2.2,2
629481,43,failure,1.0,3.0,3.0,False,True,2.2,2
629481,44,failure,1.0,3.0,3.0,False,True,2.2,2
629481,45,failure,1.0,3.0,3.0,True,True,2.2,2
629481,46,success,1.0,3.0,3.0,True,True,2.2,3
629481,47,success,1.0,3.0,3.0,False,True,2.2,3
629481,48,failure,1.0,3.0,3.0,False,True,2.2,3
629481,49,failure,1.0,3.0,3.0,False,True,2.2,3
